ERROR_TYPE,COUNT,PERCENTAGE
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLAZIO/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='stage189394753895.candao.io', port=443): Max retries exceeded with url: /api/rwa/metadata?ref=TX%3Afacility%3A1%3Bserial%3Apending&id=0000000000000000000000000000000000000000000000000000000000000001 (Caused by NameResolutionError(""HTTPSConnection(host='stage189394753895.candao.io', port=443): Failed to resolve 'stage189394753895.candao.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBHEROARENA/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.apps.cadinu.io', port=443): Max retries exceeded with url: /v3/56/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.apps.cadinu.io', port=443): Failed to resolve 'nft.apps.cadinu.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x78585787874723af8c83579a843666c6544477ce/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0x3b2ae7ef157d96c69c25970fa39f390a4e3ee852/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/0xdafab81005cd902f54be7e4ee2fd9796ae81896a/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG15/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.pikainfinity.com', port=443): Max retries exceeded with url: /land/ (Caused by NameResolutionError(""HTTPSConnection(host='nft.pikainfinity.com', port=443): Failed to resolve 'nft.pikainfinity.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPConnectionPool(host='38.190.210.115', port=80): Max retries exceeded with url: /nft/genesis.json (Caused by ConnectTimeoutError(<HTTPConnection(host='38.190.210.115', port=80) at 0x7fece656b460>, 'Connection to 38.190.210.115 timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPConnectionPool(host='38.190.210.115', port=80): Max retries exceeded with url: /nft/cofounder.json (Caused by ConnectTimeoutError(<HTTPConnection(host='38.190.210.115', port=80) at 0x7fece6569f20>, 'Connection to 38.190.210.115 timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/sbt/metadata/0x61b27cc4c633187cb7C4EfC94e8468e6103758FD (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=5000): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='meta.pomerium.space', port=443): Max retries exceeded with url: /api/meta/v1.0/pet/metainfo?id=2 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='meta.pomerium.space', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://app.wesendit.io/api/nodeMetadata/1/,1,0.03%
"Network Error: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/sbt/metadata/0x1A58DdB51f1a06fc9e23C341feDAa65f38e571f5 (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=5000): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='jojo.fun', port=443): Max retries exceeded with url: /nftlib/bounty/ (Caused by NameResolutionError(""HTTPSConnection(host='jojo.fun', port=443): Failed to resolve 'jojo.fun' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.reliquex.com/api/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://d2x9yynu7r2rki.cloudfront.net/ipfs-meta/53/,1,0.03%
"Network Error: HTTPSConnectionPool(host='icastle.io', port=443): Max retries exceeded with url: /nft/coupon/1.json (Caused by NameResolutionError(""HTTPSConnection(host='icastle.io', port=443): Failed to resolve 'icastle.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ASTRNTN/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBVP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/VALENTINE/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/TOONS/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERSKILLSPREMIUM/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='tokens.cukies.world', port=443): Max retries exceeded with url: /token/ (Caused by NameResolutionError(""HTTPSConnection(host='tokens.cukies.world', port=443): Failed to resolve 'tokens.cukies.world' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.agoraweb3', port=443): Max retries exceeded with url: /agora.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.agoraweb3', port=443): Failed to resolve 'nft.agoraweb3' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='muyucoint.com', port=443): Max retries exceeded with url: /nft-cert/af6806b4-ee48-4602-87f2-0b0b4f30e1ba.json (Caused by NameResolutionError(""HTTPSConnection(host='muyucoint.com', port=443): Failed to resolve 'muyucoint.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='muyucoint.com', port=443): Max retries exceeded with url: /nft-cert/9c919ed5-420d-4067-affe-ecdd736cc21d.json (Caused by NameResolutionError(""HTTPSConnection(host='muyucoint.com', port=443): Failed to resolve 'muyucoint.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='data.metanetint.xyz', port=443): Max retries exceeded with url: /json/1.json (Caused by NameResolutionError(""HTTPSConnection(host='data.metanetint.xyz', port=443): Failed to resolve 'data.metanetint.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPConnectionPool(host='localhost', port=4000): Max retries exceeded with url: /nft-cert/1dda44cb-52a4-4bb6-9c32-4567bdcbd379.json (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=4000): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='assets.metaverser.me', port=443): Max retries exceeded with url: /Items/token-1.json (Caused by ConnectTimeoutError(<HTTPSConnection(host='assets.metaverser.me', port=443) at 0x7fece4589d10>, 'Connection to assets.metaverser.me timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmWxSzyB7SGBh6F8A8jkaTU8umvYRq7Htz1p82eBdBkfc9 (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.featured.market', port=443): Failed to resolve 'ipfs.featured.market' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BICASSO/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='marketplace.cybercat.world', port=443): Max retries exceeded with url: /mymps/nft/metadatas/bsc/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='marketplace.cybercat.world', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/LMA/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/KOALA/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOPGOAL2/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nfts.clutchdex.com/metadata/1,1,0.03%
Network Error: 530 Server Error: <none> for url: https://api.secondlive.world/api/v1/erc721/metadata/v2/editor_avatar/bsc/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://envelop.is/distribmetadata/0x40bc52774dc8d59adf7e893543bdbe7a68a13a8f/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.bakeryswap.org', port=443): Max retries exceeded with url: /nft/bake-musk-mixer/ (Caused by NameResolutionError(""HTTPSConnection(host='api.bakeryswap.org', port=443): Failed to resolve 'api.bakeryswap.org' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-character/ (Caused by NameResolutionError(""HTTPSConnection(host='api.cryptoblades.io', port=443): Failed to resolve 'api.cryptoblades.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://klaythreekingdoms.s3.ap-northeast-2.amazonaws.com/metadata/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafybeihqlqasqeny4rdayjsvws7xxqmw5lcf2m342qaxhbpqankwq7wpyu/17.json (Caused by NewConnectionError(""HTTPSConnection(host='gateway.lighthouse.storage', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeicrwqynallc4owk2jg547ajnh3y2ggu2orvvhofpknpp26uszkutq.ipfs.dweb.link', port=443): Max retries exceeded with url: /data.json (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeicrwqynallc4owk2jg547ajnh3y2ggu2orvvhofpknpp26uszkutq.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 526 Server Error: <none> for url: https://clawd4u.fun/kuro/darw-metadata.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BNFTMBOX01/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-social-demo.foruai.io/v1/badge-public/token/,1,0.03%
"Network Error: HTTPSConnectionPool(host='tokens.credefi.io', port=443): Max retries exceeded with url: /metadata/p2p-v1/56/xcredi (Caused by NameResolutionError(""HTTPSConnection(host='tokens.credefi.io', port=443): Failed to resolve 'tokens.credefi.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='tokens.credefi.io', port=443): Max retries exceeded with url: /metadata/p2p-v1/56/credi (Caused by NameResolutionError(""HTTPSConnection(host='tokens.credefi.io', port=443): Failed to resolve 'tokens.credefi.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://ipfs.dlife.xyz/api/nft/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.icw.gift', port=443): Max retries exceeded with url: /metadata/0000030000000002.json (Caused by NameResolutionError(""HTTPSConnection(host='api.icw.gift', port=443): Failed to resolve 'api.icw.gift' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='oeai.asia', port=443): Max retries exceeded with url: /nft/1.png (Caused by NameResolutionError(""HTTPSConnection(host='oeai.asia', port=443): Failed to resolve 'oeai.asia' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/HOMIE/1,1,0.03%
"Network Error: HTTPConnectionPool(host='206.119.81.68', port=80): Max retries exceeded with url: /server/api/public/?c=Intelligent&a=getMetaJson&tokenId= (Caused by ConnectTimeoutError(<HTTPConnection(host='206.119.81.68', port=80) at 0x7fece656a250>, 'Connection to 206.119.81.68 timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://properties-api.uns.technology/delivery/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.minesofdalarnia.com/bnb/0x47f36d4a50ac23a448476fecab1fd688f1f80e84/1,1,0.03%
Network Error: 530 Server Error: <none> for url: https://nftmetadata.cyball.com/blocpack/,1,0.03%
Network Error: 400 Client Error: Bad Request for url: https://metaid.zkbridge.com/contracts/0xC4742F0628a0E9961cC64D85854Aa053bd54829D/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='earncoins.ai', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='earncoins.ai', port=443): Failed to resolve 'earncoins.ai' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bsc-cw.com', port=443): Max retries exceeded with url: /nft/0.json (Caused by NameResolutionError(""HTTPSConnection(host='bsc-cw.com', port=443): Failed to resolve 'bsc-cw.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 521 Server Error: <none> for url: https://crowdstrike.club/api/image/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='babydogenfts.top', port=443): Max retries exceeded with url: /0.json%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01 (Caused by NameResolutionError(""HTTPSConnection(host='babydogenfts.top', port=443): Failed to resolve 'babydogenfts.top' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='cdn.example.com', port=443): Max retries exceeded with url: /placeholder/0.json (Caused by NameResolutionError(""HTTPSConnection(host='cdn.example.com', port=443): Failed to resolve 'cdn.example.com' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Max retries exceeded with url: /storage/v1/object/public/capsule-nfts/metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Failed to resolve 'fckqnmehuebqmevkicgz.supabase.co' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.lotstack.app1', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='api.lotstack.app1', port=443): Failed to resolve 'api.lotstack.app1' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='chickly.io', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='chickly.io', port=443): Failed to resolve 'chickly.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.brixelwar.com', port=443): Max retries exceeded with url: /bxie/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.brixelwar.com', port=443): Failed to resolve 'api.brixelwar.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BEBONI/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://c23kiqinge7uyx62ws7a53qwaqybu7qvejkaidssw6doxxino2pq.arweave.net/FrakQQ0xP0xf2rS-Du4WBDAafhUiVAQOUreG690Ndp8/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://racawebsource.s3-accelerate.amazonaws.com/harvard_land/metadata/n/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.bydcars.io', port=443): Max retries exceeded with url: /ipfs/metadatas/cars/1.json (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)')))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.bnfy.finance', port=443): Max retries exceeded with url: /hashmask/ (Caused by NameResolutionError(""HTTPSConnection(host='app.bnfy.finance', port=443): Failed to resolve 'app.bnfy.finance' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG4/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG8/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBDRAGONARY/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://jsonblob.com/api/jsonBlob/019c62b0-c9f9-7687-a5c7-8f0e96f367c4,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://jsonblob.com/api/jsonBlob/019c62a9-e9b9-72b6-9c13-a46e58784525,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://jsonblob.com/api/jsonBlob/019c6299-1913-7540-9432-c99aa108219d,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://storage.googleapis.com/nebulaminers/2.json,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs.moralis.io:2053/ipfs/QmWWwvibnhrWu3oFZYFYTkBcL9mtNMMNMPEsr3Cjnt6Foa/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBUBA/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERZONECR7/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='myusdc.org', port=443): Max retries exceeded with url: /meta.json%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01 (Caused by NameResolutionError(""HTTPSConnection(host='myusdc.org', port=443): Failed to resolve 'myusdc.org' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINEP3/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://api.xcadnetwork.com/play/api/v2/pub/token/1,1,0.03%
On-Chain Parse Error: 'utf-8' codec can't decode byte 0x94 in position 11: invalid start byte,1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeidq5xuqwnhdkaf4oywace3riqegffrjcjud5wnln4xhba6dd6dyva.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Royal.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeidq5xuqwnhdkaf4oywace3riqegffrjcjud5wnln4xhba6dd6dyva.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='expanium.io', port=443): Max retries exceeded with url: /nft/metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='expanium.io', port=443): Failed to resolve 'expanium.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://edenorex.io/nft/1/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.verua.io/assets/nft/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG6/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='static.goweb3.org', port=443): Max retries exceeded with url: /nft/gid/id.png?n= (Caused by NameResolutionError(""HTTPSConnection(host='static.goweb3.org', port=443): Failed to resolve 'static.goweb3.org' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.zedscan.net', port=443): Max retries exceeded with url: /v3/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.zedscan.net', port=443): Failed to resolve 'nft.zedscan.net' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeic7jw7bcf4f5orp6prpur5t3fcf6xhcj7bcp2fk6t3rq6ezsm3rt4.ipfs.nftstorage.link', port=443): Max retries exceeded with url: /0 (Caused by NameResolutionError(""HTTPSConnection(host='bafybeic7jw7bcf4f5orp6prpur5t3fcf6xhcj7bcp2fk6t3rq6ezsm3rt4.ipfs.nftstorage.link', port=443): Failed to resolve 'bafybeic7jw7bcf4f5orp6prpur5t3fcf6xhcj7bcp2fk6t3rq6ezsm3rt4.ipfs.nftstorage.link' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dao-api-staging.oneworld.xyz/v1/nft/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://market.bulletchain.sg/api/tokens/721/,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ino-image.s3.ap-southeast-1.amazonaws.com/popfun1/prod/loc/normal/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.pyramid-explorer.app', port=443): Max retries exceeded with url: /token/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.pyramid-explorer.app', port=443): Failed to resolve 'api.pyramid-explorer.app' ([Errno -2] Name or service not known)""))",1,0.03%
On-Chain Parse Error: Illegal trailing comma before end of array: line 1 column 302 (char 301),1,0.03%
"Network Error: HTTPConnectionPool(host='jojo.fun', port=80): Max retries exceeded with url: /nftlib/childjojo/ (Caused by NameResolutionError(""HTTPConnection(host='jojo.fun', port=80): Failed to resolve 'jojo.fun' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='jojo.fun', port=443): Max retries exceeded with url: /nftlib/jojo/ (Caused by NameResolutionError(""HTTPSConnection(host='jojo.fun', port=443): Failed to resolve 'jojo.fun' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.moniwar.io', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.moniwar.io', port=443): Failed to resolve 'ipfs.moniwar.io' ([Errno -2] Name or service not known)""))",1,0.03%
On-Chain Parse Error: Extra data: line 1 column 578 (char 577),1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://file.coin98.com/nft/bsc/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dreamfinance.s3.ap-northeast-1.amazonaws.com/pegasus/metadatas/0,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBT4/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3.us-east-2.amazonaws.com/kiss_dog_land/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='www.lilbulls.info', port=443): Max retries exceeded with url: /api/ (Caused by NameResolutionError(""HTTPSConnection(host='www.lilbulls.info', port=443): Failed to resolve 'www.lilbulls.info' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 521 Server Error: <none> for url: https://ipfs.loncher.fun/ipfs/QmXLz5R5CV9f4kK2mV5rkFbyioTBtXfHXhZjqVjguTQagz,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://ipfs.moralis.io:2053/ipfs/QmWiJzoc5r93iV7iEiJHaaj2BVxHkgDK6hKDchQijcsRts,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.vpc.finance/api/nft/metadata/6962184cd0ad28b0e1c8e73a,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOKIDOKI2/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOKIDOKI3/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='nftstorage.link', port=443): Max retries exceeded with url: /ipfs/bafybeiajk4k2xtpxjwwj57kvsrqxbvimabe3pokcbktaeavtafzdtplax4/0 (Caused by NameResolutionError(""HTTPSConnection(host='nftstorage.link', port=443): Failed to resolve 'nftstorage.link' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmWXexF9QppmaFFr1esyF38vsTqRUYXTVqRLskThM2ciJw (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.featured.market', port=443): Failed to resolve 'ipfs.featured.market' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 530 Server Error: <none> for url: https://api-diamond-egg.goose.farm/v1/metadata/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.metapass.global', port=443): Max retries exceeded with url: /nft/metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='nft.metapass.global', port=443): Failed to resolve 'nft.metapass.global' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.flashmoon.io/metadata/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='cdn.hashland.com', port=443): Max retries exceeded with url: /nft/metadatas/hashland-nft- (Caused by NameResolutionError(""HTTPSConnection(host='cdn.hashland.com', port=443): Failed to resolve 'cdn.hashland.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3-accelerate.amazonaws.com/nft/kiss-up-dog/rare/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.servicenft.io', port=443): Max retries exceeded with url: /market/api/bsc-mainnet/nft-hero/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.servicenft.io', port=443): Failed to resolve 'api.servicenft.io' ([Errno -2] Name or service not known)""))",1,0.03%
On-Chain Parse Error: Invalid base64-encoded string: number of data characters (85) cannot be 1 more than a multiple of 4,1,0.03%
On-Chain Parse Error: Incorrect padding,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/USD/1,1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 56 (char 55),1,0.03%
"Network Error: HTTPSConnectionPool(host='boings.ai', port=443): Max retries exceeded with url: /metadata/boing-king-placeholder/ (Caused by NameResolutionError(""HTTPSConnection(host='boings.ai', port=443): Failed to resolve 'boings.ai' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.popsocial.io', port=443): Max retries exceeded with url: /popbit/json/ (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.popsocial.io', port=443): Failed to resolve 'ipfs.popsocial.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBPORTO2/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSANTOS/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api2.bunicorn.game', port=443): Max retries exceeded with url: /api/nft-bsc/public/nfts/0x7CDb479ACd5Efc8B8B432670e70665BC8a5b1234/ (Caused by NameResolutionError(""HTTPSConnection(host='api2.bunicorn.game', port=443): Failed to resolve 'api2.bunicorn.game' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.zypher.game', port=443): Max retries exceeded with url: /zpn/pop-classic.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
"Network Error: HTTPSConnectionPool(host='meta.burgercities.org', port=443): Max retries exceeded with url: /clothing/1.json (Caused by NameResolutionError(""HTTPSConnection(host='meta.burgercities.org', port=443): Failed to resolve 'meta.burgercities.org' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.babyswap.shop', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='nft.babyswap.shop', port=443): Failed to resolve 'nft.babyswap.shop' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='twtreward.com', port=443): Max retries exceeded with url: /meta.json%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01 (Caused by NameResolutionError(""HTTPSConnection(host='twtreward.com', port=443): Failed to resolve 'twtreward.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MYN/1,1,0.03%
