ERROR_TYPE,COUNT,PERCENTAGE
"[http] Network Error: HTTPSConnectionPool(host='gateway.genfty.com', port=443): Max retries exceeded with url: /ipfs/bafybeidpdo3w7vqsy3ehipl54yldckf6pavett6d3dkubcuwug3ycz3owi/1.json (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)'))) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeidpdo3w7vqsy3ehipl54yldckf6pavett6d3dkubcuwug3ycz3owi.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeidpdo3w7vqsy3ehipl54yldckf6pavett6d3dkubcuwug3ycz3owi/1.json",1,0.04%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x7762f9f73c1f3d3e590717e157bdd463387b191c/0xdad4d13e115a8a4e83522ada16b2c7400e97dec6000000000000050000000001)",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSCAVENGER/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/PARISLIVESTREAMPOAP/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBHEROCARD/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBELFSPORTS2/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBEASTER/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG9/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.tinyworlds.io', port=443): Max retries exceeded with url: /metadata/ticket/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.tinyworlds.io', port=443): Failed to resolve 'api.tinyworlds.io' ([Errno -3] Temporary failure in name resolution)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBGALAXYBLITZ/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://bobi.nftplay.fun/api/metadata/0xc16e6070999707f072b5c399e5a5fa5976129a30/0,1,0.04%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://api.alturanft.com/meta/space-misfits-on-bnb/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='naturev5.com', port=443): Max retries exceeded with url: /file/v5.gif (Caused by NameResolutionError(""HTTPSConnection(host='naturev5.com', port=443): Failed to resolve 'naturev5.com' ([Errno -5] No address associated with hostname)""))",1,0.04%
Invalid URI: unsupported scheme in 'permission0',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='animedexon.pages.dev', port=443): Max retries exceeded with url: /nft/metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='animedexon.pages.dev', port=443): Failed to resolve 'animedexon.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeien5uydz4avis2hjajhc5djhe532ae7aqy6zw6al22azu24vj3wxu.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXtfxxSKBdwGfqA6ajb2VrNcCyWLfrtfoanZayb82Waxk/1.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='arma-dex.pages.dev', port=443): Max retries exceeded with url: /nft/metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='arma-dex.pages.dev', port=443): Failed to resolve 'arma-dex.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Server returned HTML instead of JSON (from https://harlequin-neat-alligator-564.mypinata.cloud/ipfs/bafybeiddjygwkz3jmyuylpwicmkpwogjjew4cmlnf3nhk4ymz2yqt7kozy/): '<!DOCTYPE html> <html lang=""en""> <head> <meta charset=""utf-8"" /> <meta name=""description"" content=""A directory of files hosted on the distributed, decentralized web using IPFS""> <meta property=""og:title"" content=""Files on IPFS""> <meta property=""og:description"" content=""/ipfs/bafybeiddjygwkz3jmyuylpw' | [ipfs_gateway_fallback] Server returned HTML instead of JSON (from https://ipfs.io/ipfs/bafybeiddjygwkz3jmyuylpwicmkpwogjjew4cmlnf3nhk4ymz2yqt7kozy/): '<!DOCTYPE html>  <html lang=""en""> <head>   <meta charset=""utf-8"" />   <meta name=""description"" content=""A directory of content-addressed files hosted on IPFS."">   <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">   <link rel=""shortcut icon"" href=""data:image/x-icon;base64,AAABAAE' | [ipfs_gateway_fallback] Server returned HTML instead of JSON (from https://bafybeiddjygwkz3jmyuylpwicmkpwogjjew4cmlnf3nhk4ymz2yqt7kozy.ipfs.dweb.link/): '<!DOCTYPE html>  <html lang=""en""> <head>   <meta charset=""utf-8"" />   <meta name=""description"" content=""A directory of content-addressed files hosted on IPFS."">   <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">   <link rel=""shortcut icon"" href=""data:image/x-icon;base64,AAABAAE' | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiddjygwkz3jmyuylpwicmkpwogjjew4cmlnf3nhk4ymz2yqt7kozy",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.meshwallet.io', port=443): Max retries exceeded with url: /license/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.meshwallet.io', port=443): Failed to resolve 'api.meshwallet.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/RARITYIES/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG3/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMIKETYSON/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/mock-hash/1770382651611 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/mock-hash/1770382651611.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/mock-hash/1770382651611 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/mock-hash/1770382651611.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/mock-hash/1770382651611 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/mock-hash/1770382651611.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/mock-hash/1770382651611 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/mock-hash/1770382651611.json,1,0.04%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x1944524619a5c277c619dde4ae7726f1bb81bb7d/0x71dc205166cdb38c83eb9d1e90a0b11f4e780f3b0000000000000a0000000001)",1,0.04%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xc69cf4c0e76af345356d610f93cbe5944a42cb42/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000140000000001)",1,0.04%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x62c57e8f50958bdef2571bc4b0e8f7eccfafad8a/0x71dc205166cdb38c83eb9d1e90a0b11f4e780f3b000000000000130000000001)",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='noshibagain.pages.dev', port=443): Max retries exceeded with url: /nft/metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='noshibagain.pages.dev', port=443): Failed to resolve 'noshibagain.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""{"" at column 526",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='sosalka-privet.pages.dev', port=443): Max retries exceeded with url: /nft/metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='sosalka-privet.pages.dev', port=443): Failed to resolve 'sosalka-privet.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='adminlz.h6qz22.xyz', port=443): Max retries exceeded with url: /api/index/nftinfo/1 (Caused by NameResolutionError(""HTTPSConnection(host='adminlz.h6qz22.xyz', port=443): Failed to resolve 'adminlz.h6qz22.xyz' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://synthlaunch.fun/api/synthid/metadata/eva,1,0.04%
Invalid URI: unsupported scheme in '50321.json',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='bafybeihubtwwtywlyf77m5arboraqehjdjygk2btc4ufhelttvcciwjuse.ipfs.dweb.link', port=443): Read timed out. (read timeout=8)",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/TYSON/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMIKETK/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/WARMUP/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBCRISTIANO/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FANTAMASTERVIP/1,1,0.04%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x55dd8edd6049098fdadf2701089d905d8e03e9d3/0x0000000000000000000000000000000000000000000000000000000000000001)",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='xyisosnya.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='xyisosnya.pages.dev', port=443): Failed to resolve 'xyisosnya.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='evmqweasd.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='evmqweasd.pages.dev', port=443): Failed to resolve 'evmqweasd.pages.dev' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERSKILLSFREE/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://api.epichero.io/api/hero/v1/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE2/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.balmy.xyz', port=443): Max retries exceeded with url: /v2/dca/metadata/56-0xa5adc5484f9997fbf7d405b9aa62a7d88883c345-1 (Caused by NameResolutionError(""HTTPSConnection(host='api.balmy.xyz', port=443): Failed to resolve 'api.balmy.xyz' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE3/1,1,0.04%
Invalid URI: unsupported scheme in 'Mage76593179581271910756398803878064317127467104898310922617068683875440277126349',1,0.04%
Invalid URI: unsupported scheme in 'bucket',1,0.04%
Invalid URI: unsupported scheme in 'Bitpay',1,0.04%
Invalid URI: unsupported scheme in 'Metamask',1,0.04%
Invalid URI: unsupported scheme in 'Animoca Brands',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='icastle.io', port=443): Max retries exceeded with url: /nft/coupon/0000000000000000000000000000000000000000000000000000000000000001.json1.json (Caused by NameResolutionError(""HTTPSConnection(host='icastle.io', port=443): Failed to resolve 'icastle.io' ([Errno -5] No address associated with hostname)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://faithfarming.com/fml/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/NFTBRASILEIRO2024/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='sweettown578.one', port=443): Read timed out. (read timeout=8)",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='apinft.xwg.games', port=443): Read timed out. (read timeout=8)",1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%253A/api.example.com/metadata/ | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%253A/api.example.com/metadata/.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/ | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/ | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/ | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreigyhp5723l3lqlhtclw5jlklqlidhja3yi4t5uvw2ndgsdeuyjmsmhttps%3A//api.example.com/metadata/.json,1,0.04%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0xa600ec7db69dfcd21f19face5b209a55eab7a7c0/1,1,0.04%
[http] Server returned HTML instead of JSON (from https://api.dwgasset.net/nft/1): '',1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE4/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://meta.nfprompt.io/meta/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBFCCORTINA/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/mock-hash/1770225602987 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/mock-hash/1770225602987.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/mock-hash/1770225602987 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/mock-hash/1770225602987.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/mock-hash/1770225602987 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/mock-hash/1770225602987.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/mock-hash/1770225602987 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/mock-hash/1770225602987.json,1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3-accelerate.amazonaws.com/california_land/metadata/,1,0.04%
Invalid URI: unsupported scheme in 'Chainalysis',1,0.04%
Invalid URI: unsupported scheme in 'kraken',1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3-accelerate.amazonaws.com/nft/racapunks/metadata/,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBPRIMARVERAP/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-mainnet.s3.ap-southeast-1.amazonaws.com/Micro3ID.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.bakeryswap.org', port=443): Max retries exceeded with url: /nft/matrix-plus-box/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.bakeryswap.org', port=443): Failed to resolve 'api.bakeryswap.org' ([Errno -2] Name or service not known)""))",1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""n"" at column 3",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.bscscratch.com', port=443): Max retries exceeded with url: /nft//1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.bscscratch.com', port=443): Failed to resolve 'api.bscscratch.com' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.securescratch.com', port=443): Max retries exceeded with url: /nft/v3//1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.securescratch.com', port=443): Failed to resolve 'api.securescratch.com' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://app.deguard.io/images/aitech/aitech-month.png,1,0.04%
Invalid URI: unsupported scheme in '12323',1,0.04%
Invalid URI: unsupported scheme in 'asdasdasdasd',1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmAgent-test | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/QmAgent-test.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmAgent-test | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/QmAgent-test.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmAgent-test | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/QmAgent-test.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmAgent-test | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmAgent-test.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://s3.amazonaws.com/nft.poollotto.prod/QmdoqQMSoAtC8PgaF21dbUj9FuKWtcL2i6C4JdHfXJc3vd/metadata.json,1,0.04%
[http] Network Error: 404 Client Error:  for url: https://api.depinsim.com/token/,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBBF/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERCR7/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api2.bunicorn.game', port=443): Max retries exceeded with url: /api/trainers/public/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api2.bunicorn.game', port=443): Failed to resolve 'api2.bunicorn.game' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='accessifi.io', port=443): Max retries exceeded with url: /saft/1 (Caused by NameResolutionError(""HTTPSConnection(host='accessifi.io', port=443): Failed to resolve 'accessifi.io' ([Errno -2] Name or service not known)""))",1,0.04%
Invalid URI: unsupported scheme in '-',1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='assets.landian.io', port=443): Max retries exceeded with url: /api/v1/asset/1 (Caused by NameResolutionError(""HTTPSConnection(host='assets.landian.io', port=443): Failed to resolve 'assets.landian.io' ([Errno -5] No address associated with hostname)""))",1,0.04%
[http] Network Error: 526 Server Error: <none> for url: https://clawd4u.fun/api/agents/bigclawd4u298,1,0.04%
"[ipfs_gateway] JSON parse failed (from http://127.0.0.1:8080/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64): <string>:8 Unexpected ""{"" at column 5 — server returned: '{   ""name"": ""TONE NFT"",   ""description"": ""TONE NFT 尊贵节点身份"",   ""image"": ""ipfs://bafybeids2iuc2k3wizwdnlmn6kzov5663sdeherwhooy5qc2saj7jvnnie"",   ""attributes"": [     { ""trait_type"": ""角色"", ""value"": ""TONE NFT ,生态节点"" },     { ""trait_type"": ""Role"", ""value"": ""AGB NFT , Ecosyste' | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64.json | [ipfs_gateway] JSON parse failed (from https://ipfs.io/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64): <string>:8 Unexpected ""{"" at column 5 — server returned: '{   ""name"": ""TONE NFT"",   ""description"": ""TONE NFT 尊贵节点身份"",   ""image"": ""ipfs://bafybeids2iuc2k3wizwdnlmn6kzov5663sdeherwhooy5qc2saj7jvnnie"",   ""attributes"": [     { ""trait_type"": ""角色"", ""value"": ""TONE NFT ,生态节点"" },     { ""trait_type"": ""Role"", ""value"": ""AGB NFT , Ecosyste' | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64.json | [ipfs_gateway] JSON parse failed (from https://bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64.ipfs.dweb.link/): <string>:8 Unexpected ""{"" at column 5 — server returned: '{   ""name"": ""TONE NFT"",   ""description"": ""TONE NFT 尊贵节点身份"",   ""image"": ""ipfs://bafybeids2iuc2k3wizwdnlmn6kzov5663sdeherwhooy5qc2saj7jvnnie"",   ""attributes"": [     { ""trait_type"": ""角色"", ""value"": ""TONE NFT ,生态节点"" },     { ""trait_type"": ""Role"", ""value"": ""AGB NFT , Ecosyste' | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreiaoqw23bglqmcjhch6bz4xzdlohiuqce52a3r7clqwohhtgw56p64.json",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://www.blackboxone.io/nft/lottery/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://backerz3-token-minting-client.vercel.app/api/metadata,1,0.04%
Invalid URI: contained only null bytes,1,0.04%
"[http] Network Error: HTTPConnectionPool(host='farm.pjdemo.online', port=80): Max retries exceeded with url: /files/combos/combo-1-1.json (Caused by NameResolutionError(""HTTPConnection(host='farm.pjdemo.online', port=80): Failed to resolve 'farm.pjdemo.online' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='gateway.ipfs.chaingpt.org', port=443): Read timed out. (read timeout=8) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeifljp5hacvpq65ezkusaw57z6a72fbi5qvzufw6kkwpjcqedw4byi.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmZsKcziw3x5Bnd2WQqDDd3PVwrxmPj2rr9zgjH5x4heHX/1",1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeib4rkxgissmkl4os24rughzvmsac667kseqimmza53xgi6lay6d6m.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeib4rkxgissmkl4os24rughzvmsac667kseqimmza53xgi6lay6d6m/1.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='game.genesistown.io', port=443): Max retries exceeded with url: /nft/nftSource/identity/1 (Caused by ConnectTimeoutError(<HTTPSConnection(host='game.genesistown.io', port=443) at 0x7f3256896c10>, 'Connection to game.genesistown.io timed out. (connect timeout=8)'))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='cdn.hello.one', port=443): Max retries exceeded with url: /trade/1 (Caused by NameResolutionError(""HTTPSConnection(host='cdn.hello.one', port=443): Failed to resolve 'cdn.hello.one' ([Errno -2] Name or service not known)""))",1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreibuxvhjoubroqfrdohbhzdsw464dghndenxdjcmghwovg2xeexeri.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='id-nft.robinfi.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='id-nft.robinfi.com', port=443): Failed to resolve 'id-nft.robinfi.com' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBBW2022/1,1,0.04%
